date_simple,shop_id,ranking,ranking_live,ranking_live_without_ad,bookmark_count,uv,bookmark_change_amount,goods_view_count,my_goods_count_change,meta_order_count,meta_order_amount,ad_display_view_count,ad_display_click_count,ad_display_billing_amount,ad_display_cash_amount,ad_display_free_amount,ad_display_total_amount,ad_display_add_cash_count,ad_display_add_cash_amount,ad_display_remain_cash_amount,ad_display_new_content_created_count,ad_display_new_goods_adopted_count,ad_display_content_total_running_count,ad_display_content_valid_running_count,ad_display_content_auto_scheduling_on_going_count,ad_display_content_auto_scheduling_elapsed_rate_avg,ad_display_content_rank_under_200_count,ad_display_content_with_daily_budget_count,ad_display_content_with_max_budget_count,ad_display_content_daily_budget_avg,ad_display_content_max_budget_avg,ad_display_content_first_running_count,ad_display_run_ordinal,ad_display_run_ordinal_day,ad_display_stop_ordinal,ad_display_stop_ordinal_day,ad_display_run_ordinal_final,ad_display_stop_ordinal_final,ad_display_status_final,ad_display_content_total_running_content_id_list,ad_display_content_valid_running_content_id_list,ad_display_content_auto_scheduling_on_going_content_id_list,ad_display_content_rank_under_200_content_id_list,ad_display_content_with_daily_budget_content_id_list,ad_display_content_with_max_budget_content_id_list,ad_display_content_first_running_content_id_list,shop_state_closed_to_normal,created_order_count,created_order_amount,created_order_item_count,paid_order_count,paid_order_amount,paid_order_item_count,refunded_order_count,refunded_order_amount,refunded_order_item_count,order_count,order_amount,date_simple,shop_id,shop_name,pv
2019-10-23,2003,178,172,265,79682,3603,146,6722,906,15,768700,100846,2098,221860,219369,0,219369,0,0,590534,2,2,6,6,0,null,1,6,0,91666.66666666667,null,2,3,525,3,-6,3,3,1,"c05c6821-e183-4056-84fc-cf2fba5502e0,bec1038e-ade0-4490-ab14-4787e142ee0b,8acdfef4-1372-4275-845f-48278af981a4,bdc2e5a0-057b-46fc-8094-89516cfbe928,bceb0c0a-908f-4949-8513-f67433e07323,790d79fe-6a77-4816-abb2-dbdbe86c30f7","c05c6821-e183-4056-84fc-cf2fba5502e0,bec1038e-ade0-4490-ab14-4787e142ee0b,bceb0c0a-908f-4949-8513-f67433e07323,8acdfef4-1372-4275-845f-48278af981a4,790d79fe-6a77-4816-abb2-dbdbe86c30f7,bdc2e5a0-057b-46fc-8094-89516cfbe928",,8acdfef4-1372-4275-845f-48278af981a4,"c05c6821-e183-4056-84fc-cf2fba5502e0,bec1038e-ade0-4490-ab14-4787e142ee0b,bceb0c0a-908f-4949-8513-f67433e07323,8acdfef4-1372-4275-845f-48278af981a4,790d79fe-6a77-4816-abb2-dbdbe86c30f7,bdc2e5a0-057b-46fc-8094-89516cfbe928",,"c05c6821-e183-4056-84fc-cf2fba5502e0,8acdfef4-1372-4275-845f-48278af981a4",1,16,632550,18,16,635350,18,7,257600,7,15,768700,2019-10-23,2003,더제이수,7211
2019-10-23,2220,235,222,348,58610,1431,75,3031,285,36,1815500,25350,304,55768,57627,0,57627,0,0,149650,0,0,4,4,0,null,3,4,0,30000,null,0,1,660,1,-4,2,2,1,"ff47d431-8410-45ed-8933-0b934bbee4d3,7b65465c-b587-45b7-a9b3-cecaa0743be4,879c52f6-357f-420b-9228-2e3a25916a61,a1f3e7dd-d7dd-489d-bf4a-048e323fe60f","ff47d431-8410-45ed-8933-0b934bbee4d3,7b65465c-b587-45b7-a9b3-cecaa0743be4,879c52f6-357f-420b-9228-2e3a25916a61,a1f3e7dd-d7dd-489d-bf4a-048e323fe60f",,"7b65465c-b587-45b7-a9b3-cecaa0743be4,879c52f6-357f-420b-9228-2e3a25916a61,a1f3e7dd-d7dd-489d-bf4a-048e323fe60f","ff47d431-8410-45ed-8933-0b934bbee4d3,7b65465c-b587-45b7-a9b3-cecaa0743be4,879c52f6-357f-420b-9228-2e3a25916a61,a1f3e7dd-d7dd-489d-bf4a-048e323fe60f",,,1,10,505300,14,10,505300,14,1,21600,1,36,1815500,2019-10-23,2220,크러시제이,5672
2019-10-23,2413,1229,1052,737,28360,567,21,1216,117,6,328500,0,0,0,0,0,0,0,0,-5266,0,0,0,0,0,null,0,0,0,null,null,0,3,-6,2,176,3,2,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,6,328500,2019-10-23,2413,드보우,2609
2019-10-23,3492,2421,1871,1570,1712,594,11,938,90,3,204100,0,0,0,0,0,0,0,0,67419,0,0,0,0,0,null,0,0,0,null,null,0,2,-6,1,194,2,1,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,3,204100,2019-10-23,3492,바이비브,150
2019-10-23,5387,2370,1843,1525,2697,370,8,647,75,6,360400,0,0,0,0,0,0,0,0,44298,0,0,0,0,0,null,0,0,0,null,null,0,9,-6,8,224,9,8,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,6,360400,2019-10-23,5387,미니걸스,122
2019-10-23,6147,775,684,1211,2143,604,3,792,133,6,239400,28649,575,63026,60720,0,60720,0,0,310251,4,1,6,5,0,null,2,3,5,55000,13800,3,2,115,2,-6,2,2,1,"54c1d07f-5d45-4036-8512-1020578fb1b7,138800c7-3677-4f98-acae-a99282724b29,52664ab3-122f-4486-a6cf-0c7b72481f02,b6e8ac64-19ae-4f81-a247-5a26ba435f1d,3293898b-f8a1-4596-b31d-90735879b403,b75224a5-8f48-4ef9-b157-897f77d4c860","b75224a5-8f48-4ef9-b157-897f77d4c860,138800c7-3677-4f98-acae-a99282724b29,52664ab3-122f-4486-a6cf-0c7b72481f02,b6e8ac64-19ae-4f81-a247-5a26ba435f1d,3293898b-f8a1-4596-b31d-90735879b403",,"54c1d07f-5d45-4036-8512-1020578fb1b7,3293898b-f8a1-4596-b31d-90735879b403","138800c7-3677-4f98-acae-a99282724b29,b6e8ac64-19ae-4f81-a247-5a26ba435f1d,b75224a5-8f48-4ef9-b157-897f77d4c860","54c1d07f-5d45-4036-8512-1020578fb1b7,b75224a5-8f48-4ef9-b157-897f77d4c860,138800c7-3677-4f98-acae-a99282724b29,52664ab3-122f-4486-a6cf-0c7b72481f02,3293898b-f8a1-4596-b31d-90735879b403","b75224a5-8f48-4ef9-b157-897f77d4c860,52664ab3-122f-4486-a6cf-0c7b72481f02,3293898b-f8a1-4596-b31d-90735879b403",1,0,0,0,0,0,0,0,0,0,6,239400,2019-10-23,6147,미코미코,286
2019-10-22,2003,178,172,264,79536,3624,131,6413,823,14,1001350,116007,2257,255214,257183,0,257183,0,0,809903,1,1,5,5,0,null,0,5,0,80000,null,1,3,524,3,-7,3,3,1,"bec1038e-ade0-4490-ab14-4787e142ee0b,bdc2e5a0-057b-46fc-8094-89516cfbe928,e8a5f973-ebfe-4d8b-bbc9-8846226a94f7,bceb0c0a-908f-4949-8513-f67433e07323,790d79fe-6a77-4816-abb2-dbdbe86c30f7","bec1038e-ade0-4490-ab14-4787e142ee0b,bceb0c0a-908f-4949-8513-f67433e07323,790d79fe-6a77-4816-abb2-dbdbe86c30f7,bdc2e5a0-057b-46fc-8094-89516cfbe928,e8a5f973-ebfe-4d8b-bbc9-8846226a94f7",,,"bec1038e-ade0-4490-ab14-4787e142ee0b,bceb0c0a-908f-4949-8513-f67433e07323,790d79fe-6a77-4816-abb2-dbdbe86c30f7,bdc2e5a0-057b-46fc-8094-89516cfbe928,e8a5f973-ebfe-4d8b-bbc9-8846226a94f7",,bceb0c0a-908f-4949-8513-f67433e07323,1,29,1681900,47,29,1669100,47,4,140800,4,14,1001350,2019-10-22,2003,더제이수,8286
2019-10-22,2220,235,222,349,58535,1680,72,3381,347,22,1266400,39808,521,87574,86580,0,86580,0,0,207277,3,2,7,5,0,null,4,7,0,30000,null,2,1,659,1,-5,2,2,1,"16d7275c-5021-4585-bcf9-a406998bbdb9,f1d1df57-8b99-49de-8a48-8a55878aa05c,a1f3e7dd-d7dd-489d-bf4a-048e323fe60f,bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,7b65465c-b587-45b7-a9b3-cecaa0743be4,879c52f6-357f-420b-9228-2e3a25916a61","ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4,879c52f6-357f-420b-9228-2e3a25916a61,a1f3e7dd-d7dd-489d-bf4a-048e323fe60f",,"bda7f933-cb89-4054-a538-a10493436333,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4,879c52f6-357f-420b-9228-2e3a25916a61","bda7f933-cb89-4054-a538-a10493436333,16d7275c-5021-4585-bcf9-a406998bbdb9,ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4,879c52f6-357f-420b-9228-2e3a25916a61,a1f3e7dd-d7dd-489d-bf4a-048e323fe60f",,"16d7275c-5021-4585-bcf9-a406998bbdb9,879c52f6-357f-420b-9228-2e3a25916a61",1,14,582800,22,13,556700,21,0,0,0,22,1266400,2019-10-22,2220,크러시제이,5795
2019-10-22,2413,1214,1037,735,28339,532,16,1200,58,4,259000,0,0,0,0,0,0,0,0,-5266,0,0,0,0,0,null,0,0,0,null,null,0,3,-7,2,175,3,2,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,4,259000,2019-10-22,2413,드보우,2082
2019-10-22,3492,2404,1860,1564,1701,702,6,975,106,3,139200,0,0,0,0,0,0,0,0,67419,0,0,0,0,0,null,0,0,0,null,null,0,2,-7,1,193,2,1,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,3,139200,2019-10-22,3492,바이비브,188
2019-10-22,5387,2366,1836,1534,2689,446,13,809,76,6,480100,0,0,0,0,0,0,0,0,44298,0,0,0,0,0,null,0,0,0,null,null,0,9,-7,8,223,9,8,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,6,480100,2019-10-22,5387,미니걸스,127
2019-10-22,6147,776,682,1202,2140,546,10,733,89,6,210750,24662,469,54255,56075,0,56075,0,0,370971,5,1,6,3,0,null,2,1,5,45000,10000,4,2,114,2,-7,2,2,1,"54c1d07f-5d45-4036-8512-1020578fb1b7,7837bf15-32ea-4a35-be7c-7ae436765fd3,138800c7-3677-4f98-acae-a99282724b29,ff6c8788-c89f-42bf-9809-ffaa55233101,b6e8ac64-19ae-4f81-a247-5a26ba435f1d,527a0977-fd6d-4cf1-b495-c3c1e599f2a7","54c1d07f-5d45-4036-8512-1020578fb1b7,7837bf15-32ea-4a35-be7c-7ae436765fd3,b6e8ac64-19ae-4f81-a247-5a26ba435f1d",,"54c1d07f-5d45-4036-8512-1020578fb1b7,527a0977-fd6d-4cf1-b495-c3c1e599f2a7",b6e8ac64-19ae-4f81-a247-5a26ba435f1d,"54c1d07f-5d45-4036-8512-1020578fb1b7,7837bf15-32ea-4a35-be7c-7ae436765fd3,138800c7-3677-4f98-acae-a99282724b29,ff6c8788-c89f-42bf-9809-ffaa55233101,527a0977-fd6d-4cf1-b495-c3c1e599f2a7","54c1d07f-5d45-4036-8512-1020578fb1b7,7837bf15-32ea-4a35-be7c-7ae436765fd3,138800c7-3677-4f98-acae-a99282724b29,ff6c8788-c89f-42bf-9809-ffaa55233101",1,0,0,0,0,0,0,0,0,0,6,210750,2019-10-22,6147,미코미코,288
2019-10-21,2003,178,172,263,79405,4024,130,7113,907,30,2347222,132682,2732,291899,292000,0,292000,0,0,1067086,0,0,4,4,0,null,0,4,0,87500,null,0,3,523,3,-8,3,3,1,"bec1038e-ade0-4490-ab14-4787e142ee0b,bdc2e5a0-057b-46fc-8094-89516cfbe928,e8a5f973-ebfe-4d8b-bbc9-8846226a94f7,790d79fe-6a77-4816-abb2-dbdbe86c30f7","bec1038e-ade0-4490-ab14-4787e142ee0b,790d79fe-6a77-4816-abb2-dbdbe86c30f7,bdc2e5a0-057b-46fc-8094-89516cfbe928,e8a5f973-ebfe-4d8b-bbc9-8846226a94f7",,,"bdc2e5a0-057b-46fc-8094-89516cfbe928,e8a5f973-ebfe-4d8b-bbc9-8846226a94f7,bec1038e-ade0-4490-ab14-4787e142ee0b,790d79fe-6a77-4816-abb2-dbdbe86c30f7",,,1,28,1535300,37,27,1538800,36,11,443200,13,30,2347222,2019-10-21,2003,더제이수,6335
2019-10-21,2220,239,225,349,58463,1413,62,2559,330,21,1209070,33118,454,72857,73133,0,73133,1,300000,293857,0,0,4,4,0,null,2,4,0,30000,null,0,1,658,1,-6,2,2,1,"f1d1df57-8b99-49de-8a48-8a55878aa05c,bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,7b65465c-b587-45b7-a9b3-cecaa0743be4","bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4",,"bda7f933-cb89-4054-a538-a10493436333,f1d1df57-8b99-49de-8a48-8a55878aa05c","bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4",,,1,9,501200,11,9,501200,11,3,72000,3,21,1209070,2019-10-21,2220,크러시제이,5560
2019-10-21,2413,1207,1029,731,28323,629,6,1243,92,5,460000,0,0,0,0,0,0,0,0,-5266,0,0,0,0,0,null,0,0,0,null,null,0,3,-8,2,174,3,2,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,5,460000,2019-10-21,2413,드보우,2767
2019-10-21,3492,2439,1872,1595,1695,672,7,1113,126,6,489440,0,0,0,0,0,0,0,0,67419,0,0,0,0,0,null,0,0,0,null,null,0,2,-8,1,192,2,1,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,6,489440,2019-10-21,3492,바이비브,211
2019-10-21,5387,2344,1817,1528,2676,446,7,797,80,3,160200,0,0,0,0,0,0,0,0,44298,0,0,0,0,0,null,0,0,0,null,null,0,9,-8,8,222,9,8,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,3,160200,2019-10-21,5387,미니걸스,200
2019-10-21,6147,765,671,1197,2130,562,19,713,84,9,373600,23567,467,51847,49204,0,49204,0,0,427046,1,1,2,2,0,null,1,1,1,45000,10000,1,2,113,2,-8,2,2,1,"b6e8ac64-19ae-4f81-a247-5a26ba435f1d,527a0977-fd6d-4cf1-b495-c3c1e599f2a7","b6e8ac64-19ae-4f81-a247-5a26ba435f1d,527a0977-fd6d-4cf1-b495-c3c1e599f2a7",,527a0977-fd6d-4cf1-b495-c3c1e599f2a7,b6e8ac64-19ae-4f81-a247-5a26ba435f1d,527a0977-fd6d-4cf1-b495-c3c1e599f2a7,527a0977-fd6d-4cf1-b495-c3c1e599f2a7,1,0,0,0,0,0,0,0,0,0,9,373600,2019-10-21,6147,미코미코,277
2019-10-20,2003,176,171,263,79275,3991,109,6972,899,18,1126450,150939,3108,332064,335013,0,335013,0,0,1359086,0,0,4,4,0,null,0,4,0,87500,null,0,3,522,3,-9,3,3,1,"bec1038e-ade0-4490-ab14-4787e142ee0b,bdc2e5a0-057b-46fc-8094-89516cfbe928,e8a5f973-ebfe-4d8b-bbc9-8846226a94f7,790d79fe-6a77-4816-abb2-dbdbe86c30f7","bec1038e-ade0-4490-ab14-4787e142ee0b,790d79fe-6a77-4816-abb2-dbdbe86c30f7,bdc2e5a0-057b-46fc-8094-89516cfbe928,e8a5f973-ebfe-4d8b-bbc9-8846226a94f7",,,"bec1038e-ade0-4490-ab14-4787e142ee0b,790d79fe-6a77-4816-abb2-dbdbe86c30f7,bdc2e5a0-057b-46fc-8094-89516cfbe928,e8a5f973-ebfe-4d8b-bbc9-8846226a94f7",,,1,20,1279500,30,19,1219900,29,1,23800,1,18,1126450,2019-10-20,2003,더제이수,4147
2019-10-20,2220,242,228,348,58401,1013,56,1774,154,15,1080900,34690,502,76317,77884,0,77884,0,0,66990,0,0,4,4,0,null,2,4,0,30000,null,0,1,657,1,-7,2,2,1,"bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4","bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4",,"bda7f933-cb89-4054-a538-a10493436333,f1d1df57-8b99-49de-8a48-8a55878aa05c","bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4",,,1,13,609400,16,12,580400,15,0,0,0,15,1080900,2019-10-20,2220,크러시제이,2447
2019-10-20,2413,1202,1025,730,28317,559,23,1244,82,4,321400,0,0,0,0,0,0,0,0,-5266,0,0,0,0,0,null,0,0,0,null,null,0,3,-9,2,173,3,2,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,4,321400,2019-10-20,2413,드보우,1522
2019-10-20,3492,2456,1885,1605,1688,603,10,915,85,5,422790,0,0,0,0,0,0,0,0,67419,0,0,0,0,0,null,0,0,0,null,null,0,2,-9,1,191,2,1,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,5,422790,2019-10-20,3492,바이비브,95
2019-10-20,5387,2369,1836,1543,2669,380,6,673,64,6,275600,0,0,0,0,0,0,0,0,44298,0,0,0,0,0,null,0,0,0,null,null,0,9,-9,8,221,9,8,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,6,275600,2019-10-20,5387,미니걸스,114
2019-10-20,6147,756,665,1186,2111,533,11,672,63,4,130470,20085,479,44187,44761,0,44761,0,0,476250,0,0,1,1,0,null,0,1,0,45000,null,0,2,112,2,-9,2,2,1,b6e8ac64-19ae-4f81-a247-5a26ba435f1d,b6e8ac64-19ae-4f81-a247-5a26ba435f1d,,,b6e8ac64-19ae-4f81-a247-5a26ba435f1d,,,1,0,0,0,0,0,0,0,0,0,4,130470,2019-10-20,6147,미코미코,255
2019-10-19,2003,178,173,262,79166,3524,138,6123,998,11,793955,146889,3073,323154,321280,0,321280,0,0,1694099,0,0,4,4,0,null,0,4,0,87500,null,0,3,521,3,-10,3,3,1,"bec1038e-ade0-4490-ab14-4787e142ee0b,bdc2e5a0-057b-46fc-8094-89516cfbe928,e8a5f973-ebfe-4d8b-bbc9-8846226a94f7,790d79fe-6a77-4816-abb2-dbdbe86c30f7","bec1038e-ade0-4490-ab14-4787e142ee0b,bdc2e5a0-057b-46fc-8094-89516cfbe928,e8a5f973-ebfe-4d8b-bbc9-8846226a94f7,790d79fe-6a77-4816-abb2-dbdbe86c30f7",,,"bec1038e-ade0-4490-ab14-4787e142ee0b,bdc2e5a0-057b-46fc-8094-89516cfbe928,e8a5f973-ebfe-4d8b-bbc9-8846226a94f7,790d79fe-6a77-4816-abb2-dbdbe86c30f7",,,1,12,350400,13,12,350400,13,0,0,0,11,793955,2019-10-19,2003,더제이수,4345
2019-10-19,2220,240,226,346,58345,914,29,1580,143,12,750110,31466,432,69224,66505,0,66505,0,0,144874,0,0,4,4,0,null,2,4,0,30000,null,0,1,656,1,-8,2,2,1,"f1d1df57-8b99-49de-8a48-8a55878aa05c,bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,7b65465c-b587-45b7-a9b3-cecaa0743be4","bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4",,"bda7f933-cb89-4054-a538-a10493436333,f1d1df57-8b99-49de-8a48-8a55878aa05c","bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4",,,1,4,243600,9,4,243600,9,0,0,0,12,750110,2019-10-19,2220,크러시제이,2420
2019-10-19,2413,1202,1027,727,28294,552,19,1121,105,2,131700,0,0,0,0,0,0,0,0,-5266,0,0,0,0,0,null,0,0,0,null,null,0,3,-10,2,172,3,2,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,2,131700,2019-10-19,2413,드보우,1919
2019-10-19,3492,2472,1895,1622,1678,508,6,740,73,6,506090,0,0,0,0,0,0,0,0,67419,0,0,0,0,0,null,0,0,0,null,null,0,2,-10,1,190,2,1,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,6,506090,2019-10-19,3492,바이비브,88
2019-10-19,5387,2361,1832,1543,2663,285,6,494,49,6,464400,0,0,0,0,0,0,0,0,44298,0,0,0,0,0,null,0,0,0,null,null,0,9,-10,8,220,9,8,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,6,464400,2019-10-19,5387,미니걸스,77
2019-10-19,6147,748,660,1177,2100,529,14,686,103,2,88250,21741,456,47829,49769,0,49769,0,0,521011,0,0,3,2,0,null,2,1,2,45000,10000,0,2,111,2,-10,2,2,1,"b6e8ac64-19ae-4f81-a247-5a26ba435f1d,fba89e4f-e497-40b8-8afb-cd249f3a25f4,0c82b8b1-ce72-4d31-8acb-4de15699153c","b6e8ac64-19ae-4f81-a247-5a26ba435f1d,fba89e4f-e497-40b8-8afb-cd249f3a25f4",,"fba89e4f-e497-40b8-8afb-cd249f3a25f4,0c82b8b1-ce72-4d31-8acb-4de15699153c",b6e8ac64-19ae-4f81-a247-5a26ba435f1d,"fba89e4f-e497-40b8-8afb-cd249f3a25f4,0c82b8b1-ce72-4d31-8acb-4de15699153c",,1,0,0,0,0,0,0,0,0,0,2,88250,2019-10-19,6147,미코미코,177
2019-10-18,2003,179,174,264,79028,3720,128,6725,1088,23,1960900,131985,2938,290365,290850,0,290850,0,0,2015379,0,0,4,4,0,null,0,4,0,87500,null,0,3,520,3,-11,3,3,1,"bec1038e-ade0-4490-ab14-4787e142ee0b,bdc2e5a0-057b-46fc-8094-89516cfbe928,e8a5f973-ebfe-4d8b-bbc9-8846226a94f7,790d79fe-6a77-4816-abb2-dbdbe86c30f7","bec1038e-ade0-4490-ab14-4787e142ee0b,bdc2e5a0-057b-46fc-8094-89516cfbe928,e8a5f973-ebfe-4d8b-bbc9-8846226a94f7,790d79fe-6a77-4816-abb2-dbdbe86c30f7",,,"bdc2e5a0-057b-46fc-8094-89516cfbe928,e8a5f973-ebfe-4d8b-bbc9-8846226a94f7,bec1038e-ade0-4490-ab14-4787e142ee0b,790d79fe-6a77-4816-abb2-dbdbe86c30f7",,,1,8,332700,10,7,297700,9,2,120000,3,23,1960900,2019-10-18,2003,더제이수,6260
2019-10-18,2220,240,227,348,58316,1102,47,1925,221,12,792600,26990,363,59377,59182,0,59182,0,0,211379,0,0,5,5,0,null,3,5,0,30000,null,0,1,655,1,-9,2,2,1,"bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4,5a2d0d40-f6cf-480f-a445-736068715d8a","bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4,5a2d0d40-f6cf-480f-a445-736068715d8a",,"bda7f933-cb89-4054-a538-a10493436333,f1d1df57-8b99-49de-8a48-8a55878aa05c,5a2d0d40-f6cf-480f-a445-736068715d8a","bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4,5a2d0d40-f6cf-480f-a445-736068715d8a",,,1,10,403600,14,10,403600,14,2,56000,2,12,792600,2019-10-18,2220,크러시제이,4538
2019-10-18,2413,1200,1025,722,28275,626,18,1244,119,4,173500,0,0,0,0,0,0,0,0,-5266,0,0,0,0,0,null,0,0,0,null,null,0,3,-11,2,171,3,2,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,4,173500,2019-10-18,2413,드보우,2939
2019-10-18,3492,2473,1890,1621,1672,602,10,838,104,3,146000,0,0,0,0,0,0,0,0,67419,0,0,0,0,0,null,0,0,0,null,null,0,2,-11,1,189,2,1,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,3,146000,2019-10-18,3492,바이비브,142
2019-10-18,5387,2385,1841,1554,2657,302,9,471,25,2,107300,0,0,0,0,0,0,0,0,44298,0,0,0,0,0,null,0,0,0,null,null,0,9,-11,8,219,9,8,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,2,107300,2019-10-18,5387,미니걸스,125
