date_simple,shop_id,ranking,ranking_live,ranking_live_without_ad,bookmark_count,uv,bookmark_change_amount,goods_view_count,my_goods_count_change,meta_order_count,meta_order_amount,ad_display_view_count,ad_display_click_count,ad_display_billing_amount,ad_display_cash_amount,ad_display_free_amount,ad_display_total_amount,ad_display_add_cash_count,ad_display_add_cash_amount,ad_display_remain_cash_amount,ad_display_new_content_created_count,ad_display_new_goods_adopted_count,ad_display_content_total_running_count,ad_display_content_valid_running_count,ad_display_content_auto_scheduling_on_going_count,ad_display_content_auto_scheduling_elapsed_rate_avg,ad_display_content_rank_under_200_count,ad_display_content_with_daily_budget_count,ad_display_content_with_max_budget_count,ad_display_content_daily_budget_avg,ad_display_content_max_budget_avg,ad_display_content_first_running_count,ad_display_run_ordinal,ad_display_run_ordinal_day,ad_display_stop_ordinal,ad_display_stop_ordinal_day,ad_display_run_ordinal_final,ad_display_stop_ordinal_final,ad_display_status_final,ad_display_content_total_running_content_id_list,ad_display_content_valid_running_content_id_list,ad_display_content_auto_scheduling_on_going_content_id_list,ad_display_content_rank_under_200_content_id_list,ad_display_content_with_daily_budget_content_id_list,ad_display_content_with_max_budget_content_id_list,ad_display_content_first_running_content_id_list,shop_state_closed_to_normal,created_order_count,created_order_amount,created_order_item_count,paid_order_count,paid_order_amount,paid_order_item_count,refunded_order_count,refunded_order_amount,refunded_order_item_count,order_count,order_amount,date_simple,shop_id,shop_name,pv
2019-10-12,2413,1193,1015,732,28142,528,17,998,107,2,322000,0,0,0,0,0,0,0,0,-5266,0,0,0,0,0,null,0,0,0,null,null,0,3,-17,2,165,3,2,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,2,322000,2019-10-12,2413,드보우,2001
2019-10-12,3492,2498,1898,1662,1605,490,7,707,73,2,57000,0,0,0,0,0,0,0,0,67419,0,0,0,0,0,null,0,0,0,null,null,0,2,-17,1,183,2,1,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,2,57000,2019-10-12,3492,바이비브,49
2019-10-12,5387,2462,1871,1627,2586,320,6,540,42,5,297600,0,0,0,0,0,0,0,0,44298,0,0,0,0,0,null,0,0,0,null,null,0,9,-17,8,213,9,8,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,5,297600,2019-10-12,5387,미니걸스,60
2019-10-12,6147,743,655,1172,2029,559,17,689,69,0,0,21159,460,46549,48346,0,48346,0,0,388406,0,0,2,2,0,null,1,1,1,45000,10000,0,2,104,2,-17,2,2,1,"698b2994-3d17-41f9-8369-9d56ebb0594a,b6e8ac64-19ae-4f81-a247-5a26ba435f1d","698b2994-3d17-41f9-8369-9d56ebb0594a,b6e8ac64-19ae-4f81-a247-5a26ba435f1d",,698b2994-3d17-41f9-8369-9d56ebb0594a,b6e8ac64-19ae-4f81-a247-5a26ba435f1d,698b2994-3d17-41f9-8369-9d56ebb0594a,,1,0,0,0,0,0,0,0,0,0,0,0,2019-10-12,6147,미코미코,206
2019-10-11,2003,183,178,268,77998,3263,150,6023,722,16,1385600,130398,2581,286873,286297,0,286297,1,2000000,2200021,1,1,5,5,0,null,0,5,0,66000,null,1,3,513,3,-18,3,3,1,"5c834a02-3202-4392-8857-9ad393208446,bdc2e5a0-057b-46fc-8094-89516cfbe928,f49b4e24-448f-46d3-b5bb-fd93b99b8551,d3355f2f-81d2-4eb3-a968-9a0064ed32ab,0e2ebe14-97b1-49f9-ba43-568761d24f6b","5c834a02-3202-4392-8857-9ad393208446,bdc2e5a0-057b-46fc-8094-89516cfbe928,d3355f2f-81d2-4eb3-a968-9a0064ed32ab,f49b4e24-448f-46d3-b5bb-fd93b99b8551,0e2ebe14-97b1-49f9-ba43-568761d24f6b",,,"5c834a02-3202-4392-8857-9ad393208446,bdc2e5a0-057b-46fc-8094-89516cfbe928,d3355f2f-81d2-4eb3-a968-9a0064ed32ab,f49b4e24-448f-46d3-b5bb-fd93b99b8551,0e2ebe14-97b1-49f9-ba43-568761d24f6b",,f49b4e24-448f-46d3-b5bb-fd93b99b8551,1,23,1614800,36,22,1599600,35,3,96900,3,16,1385600,2019-10-11,2003,더제이수,6008
2019-10-11,2220,243,231,360,57862,1505,65,2583,300,13,541720,40185,656,88405,86966,0,86966,0,0,798097,0,0,4,4,0,null,2,4,0,30000,null,0,1,648,1,-16,2,2,1,"bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4","bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4",,"bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3","bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4",,,1,7,265000,10,7,265000,10,0,0,0,13,541720,2019-10-11,2220,크러시제이,5533
2019-10-11,2413,1196,1018,735,28125,497,20,880,43,2,96100,0,0,0,0,0,0,0,0,-5266,0,0,0,0,0,null,0,0,0,null,null,0,3,-18,2,164,3,2,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,2,96100,2019-10-11,2413,드보우,1769
2019-10-11,3492,2487,1886,1661,1598,558,7,859,75,1,84500,0,0,0,0,0,0,0,0,67419,0,0,0,0,0,null,0,0,0,null,null,0,2,-18,1,182,2,1,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,1,84500,2019-10-11,3492,바이비브,75
2019-10-11,5387,2444,1857,1625,2580,358,10,574,50,5,297000,0,0,0,0,0,0,0,0,44298,0,0,0,0,0,null,0,0,0,null,null,0,9,-18,8,212,9,8,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,5,297000,2019-10-11,5387,미니걸스,120
2019-10-11,6147,740,652,1170,2012,666,5,814,84,3,162000,28432,580,62549,60118,0,60118,0,0,436752,3,2,5,4,0,null,2,1,4,45000,10000,3,2,103,2,-18,2,2,1,"44eaf377-9de1-4fbe-b9d7-dd60f6680616,b6e8ac64-19ae-4f81-a247-5a26ba435f1d,698b2994-3d17-41f9-8369-9d56ebb0594a,3d118596-8333-4fbe-9d7b-b11a0e62bc2b,12dc9379-2e1e-4c9c-8fd6-b6398e995917","698b2994-3d17-41f9-8369-9d56ebb0594a,b6e8ac64-19ae-4f81-a247-5a26ba435f1d,3d118596-8333-4fbe-9d7b-b11a0e62bc2b,12dc9379-2e1e-4c9c-8fd6-b6398e995917",,"698b2994-3d17-41f9-8369-9d56ebb0594a,12dc9379-2e1e-4c9c-8fd6-b6398e995917",b6e8ac64-19ae-4f81-a247-5a26ba435f1d,"698b2994-3d17-41f9-8369-9d56ebb0594a,44eaf377-9de1-4fbe-b9d7-dd60f6680616,3d118596-8333-4fbe-9d7b-b11a0e62bc2b,12dc9379-2e1e-4c9c-8fd6-b6398e995917","698b2994-3d17-41f9-8369-9d56ebb0594a,3d118596-8333-4fbe-9d7b-b11a0e62bc2b,12dc9379-2e1e-4c9c-8fd6-b6398e995917",1,0,0,0,0,0,0,0,0,0,3,162000,2019-10-11,6147,미코미코,170
2019-10-10,2003,184,179,269,77848,3722,167,7308,755,24,1368300,132729,2808,292003,288826,0,288826,0,0,486318,1,1,5,5,0,null,1,5,0,70000,null,1,3,512,3,-19,3,3,1,"5c834a02-3202-4392-8857-9ad393208446,3f465da2-d86f-4e6a-a288-174f11caa14b,bdc2e5a0-057b-46fc-8094-89516cfbe928,d3355f2f-81d2-4eb3-a968-9a0064ed32ab,0e2ebe14-97b1-49f9-ba43-568761d24f6b","5c834a02-3202-4392-8857-9ad393208446,bdc2e5a0-057b-46fc-8094-89516cfbe928,d3355f2f-81d2-4eb3-a968-9a0064ed32ab,3f465da2-d86f-4e6a-a288-174f11caa14b,0e2ebe14-97b1-49f9-ba43-568761d24f6b",,3f465da2-d86f-4e6a-a288-174f11caa14b,"5c834a02-3202-4392-8857-9ad393208446,3f465da2-d86f-4e6a-a288-174f11caa14b,bdc2e5a0-057b-46fc-8094-89516cfbe928,d3355f2f-81d2-4eb3-a968-9a0064ed32ab,0e2ebe14-97b1-49f9-ba43-568761d24f6b",,d3355f2f-81d2-4eb3-a968-9a0064ed32ab,1,26,1049100,35,28,1116500,37,9,376900,12,24,1368300,2019-10-10,2003,더제이수,5690
2019-10-10,2220,242,230,360,57797,1672,97,2786,235,18,1167500,50798,829,111753,113877,0,113877,0,0,885063,0,0,6,4,0,null,1,6,0,33333.333333333336,null,0,1,647,1,-17,2,2,1,"9388771d-83bd-43c0-a5a0-6aea2069fcc4,bf9cc504-17ba-4ebd-a670-ef3611266d19,f1d1df57-8b99-49de-8a48-8a55878aa05c,bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,7b65465c-b587-45b7-a9b3-cecaa0743be4","bda7f933-cb89-4054-a538-a10493436333,ff47d431-8410-45ed-8933-0b934bbee4d3,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4",,ff47d431-8410-45ed-8933-0b934bbee4d3,"bda7f933-cb89-4054-a538-a10493436333,bf9cc504-17ba-4ebd-a670-ef3611266d19,f1d1df57-8b99-49de-8a48-8a55878aa05c,ff47d431-8410-45ed-8933-0b934bbee4d3,9388771d-83bd-43c0-a5a0-6aea2069fcc4,7b65465c-b587-45b7-a9b3-cecaa0743be4",,,1,20,1204300,27,20,1204300,27,6,243500,8,18,1167500,2019-10-10,2220,크러시제이,4105
2019-10-10,2413,1196,1017,735,28105,600,27,1243,90,7,468800,0,0,0,0,0,0,0,0,-5266,0,0,0,0,0,null,0,0,0,null,null,0,3,-19,2,163,3,2,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,7,468800,2019-10-10,2413,드보우,1372
2019-10-10,3492,2501,1893,1670,1591,753,17,1189,129,5,281000,0,0,0,0,0,0,0,0,67419,0,0,0,0,0,null,0,0,0,null,null,0,2,-19,1,181,2,1,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,5,281000,2019-10-10,3492,바이비브,180
2019-10-10,5387,2434,1846,1616,2570,372,5,646,56,0,0,0,0,0,0,0,0,0,0,44298,0,0,0,0,0,null,0,0,0,null,null,0,9,-19,8,211,9,8,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,0,0,2019-10-10,5387,미니걸스,84
2019-10-10,6147,729,643,1156,2007,894,28,1061,124,6,343900,23207,599,51054,51666,0,51666,0,0,496870,1,1,2,2,0,null,1,1,1,45000,10000,1,2,102,2,-19,2,2,1,"44eaf377-9de1-4fbe-b9d7-dd60f6680616,b6e8ac64-19ae-4f81-a247-5a26ba435f1d","44eaf377-9de1-4fbe-b9d7-dd60f6680616,b6e8ac64-19ae-4f81-a247-5a26ba435f1d",,44eaf377-9de1-4fbe-b9d7-dd60f6680616,b6e8ac64-19ae-4f81-a247-5a26ba435f1d,44eaf377-9de1-4fbe-b9d7-dd60f6680616,44eaf377-9de1-4fbe-b9d7-dd60f6680616,1,0,0,0,0,0,0,0,0,0,6,343900,2019-10-10,6147,미코미코,259
2019-10-09,2003,186,180,270,77681,3630,154,7725,696,36,2591700,112202,2378,246842,247061,0,247061,0,0,775144,0,0,4,4,0,null,1,4,0,72500,null,0,3,511,3,-20,3,3,1,"5c834a02-3202-4392-8857-9ad393208446,bdc2e5a0-057b-46fc-8094-89516cfbe928,3f465da2-d86f-4e6a-a288-174f11caa14b,0e2ebe14-97b1-49f9-ba43-568761d24f6b","5c834a02-3202-4392-8857-9ad393208446,bdc2e5a0-057b-46fc-8094-89516cfbe928,3f465da2-d86f-4e6a-a288-174f11caa14b,0e2ebe14-97b1-49f9-ba43-568761d24f6b",,3f465da2-d86f-4e6a-a288-174f11caa14b,"5c834a02-3202-4392-8857-9ad393208446,3f465da2-d86f-4e6a-a288-174f11caa14b,bdc2e5a0-057b-46fc-8094-89516cfbe928,0e2ebe14-97b1-49f9-ba43-568761d24f6b",,,1,29,1918500,62,26,1838900,59,1,35200,1,36,2591700,2019-10-09,2003,더제이수,6101
2019-10-09,2220,241,229,361,57700,1818,134,3233,370,19,1348000,75551,1352,166209,169512,0,169512,1,1000000,998940,4,3,7,7,0,null,1,7,0,32857.142857142855,null,3,1,646,1,-18,2,2,1,"bda7f933-cb89-4054-a538-a10493436333,20fc5857-3dda-4e07-97a9-40bdd12f24a8,ff47d431-8410-45ed-8933-0b934bbee4d3,9388771d-83bd-43c0-a5a0-6aea2069fcc4,bf9cc504-17ba-4ebd-a670-ef3611266d19,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4","bda7f933-cb89-4054-a538-a10493436333,20fc5857-3dda-4e07-97a9-40bdd12f24a8,ff47d431-8410-45ed-8933-0b934bbee4d3,9388771d-83bd-43c0-a5a0-6aea2069fcc4,bf9cc504-17ba-4ebd-a670-ef3611266d19,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4",,20fc5857-3dda-4e07-97a9-40bdd12f24a8,"bda7f933-cb89-4054-a538-a10493436333,20fc5857-3dda-4e07-97a9-40bdd12f24a8,ff47d431-8410-45ed-8933-0b934bbee4d3,9388771d-83bd-43c0-a5a0-6aea2069fcc4,bf9cc504-17ba-4ebd-a670-ef3611266d19,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4",,"bf9cc504-17ba-4ebd-a670-ef3611266d19,f1d1df57-8b99-49de-8a48-8a55878aa05c,7b65465c-b587-45b7-a9b3-cecaa0743be4",1,12,414000,15,12,414000,15,0,0,0,19,1348000,2019-10-09,2220,크러시제이,3537
2019-10-09,2413,1199,1020,735,28078,774,25,2020,151,14,1227300,0,0,0,0,0,0,0,0,-5266,0,0,0,0,0,null,0,0,0,null,null,0,3,-20,2,162,3,2,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,14,1227300,2019-10-09,2413,드보우,2682
2019-10-09,3492,2510,1896,1681,1574,650,11,1050,120,4,320550,0,0,0,0,0,0,0,0,67419,0,0,0,0,0,null,0,0,0,null,null,0,2,-20,1,180,2,1,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,4,320550,2019-10-09,3492,바이비브,140
2019-10-09,5387,2413,1831,1605,2565,353,14,688,34,4,211000,0,0,0,0,0,0,0,0,44298,0,0,0,0,0,null,0,0,0,null,null,0,9,-20,8,210,9,8,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,4,211000,2019-10-09,5387,미니걸스,128
2019-10-09,6147,725,640,1150,1979,1071,21,1317,157,10,420300,28583,688,62882,64621,0,64621,1,500000,548536,0,0,2,2,0,null,0,2,0,37500,null,0,2,101,2,-20,2,2,1,"b6e8ac64-19ae-4f81-a247-5a26ba435f1d,2a6cd551-6326-43af-a199-27d9b4d928c7","b6e8ac64-19ae-4f81-a247-5a26ba435f1d,2a6cd551-6326-43af-a199-27d9b4d928c7",,,"b6e8ac64-19ae-4f81-a247-5a26ba435f1d,2a6cd551-6326-43af-a199-27d9b4d928c7",,,1,0,0,0,0,0,0,0,0,0,10,420300,2019-10-09,6147,미코미코,292
2019-10-08,2003,187,181,271,77527,3736,168,7761,790,46,3487100,122828,2519,270218,271316,0,271316,0,0,1022205,3,2,8,6,0,null,1,8,0,62500,null,3,3,510,3,-21,3,3,1,"5c834a02-3202-4392-8857-9ad393208446,bdc2e5a0-057b-46fc-8094-89516cfbe928,3f465da2-d86f-4e6a-a288-174f11caa14b,fa4d12ff-d284-4398-aa13-3e34c088f1f1,8da22acd-8599-4d4f-8e5d-bcb0ede06a26,e1cdac84-2989-4faf-85bd-d1357e75b554,780adce6-d538-45a1-a92b-3b7cd755af56,0e2ebe14-97b1-49f9-ba43-568761d24f6b","5c834a02-3202-4392-8857-9ad393208446,3f465da2-d86f-4e6a-a288-174f11caa14b,e1cdac84-2989-4faf-85bd-d1357e75b554,bdc2e5a0-057b-46fc-8094-89516cfbe928,780adce6-d538-45a1-a92b-3b7cd755af56,0e2ebe14-97b1-49f9-ba43-568761d24f6b",,3f465da2-d86f-4e6a-a288-174f11caa14b,"5c834a02-3202-4392-8857-9ad393208446,bdc2e5a0-057b-46fc-8094-89516cfbe928,3f465da2-d86f-4e6a-a288-174f11caa14b,fa4d12ff-d284-4398-aa13-3e34c088f1f1,8da22acd-8599-4d4f-8e5d-bcb0ede06a26,e1cdac84-2989-4faf-85bd-d1357e75b554,780adce6-d538-45a1-a92b-3b7cd755af56,0e2ebe14-97b1-49f9-ba43-568761d24f6b",,"5c834a02-3202-4392-8857-9ad393208446,3f465da2-d86f-4e6a-a288-174f11caa14b,fa4d12ff-d284-4398-aa13-3e34c088f1f1",1,36,1858300,57,37,1970500,61,7,238700,8,46,3487100,2019-10-08,2003,더제이수,7352
2019-10-08,2220,240,228,362,57566,1725,94,3014,358,19,1263040,52998,890,116594,113575,0,113575,0,0,168452,0,0,4,4,0,null,1,4,0,35000,null,0,1,645,1,-19,2,2,1,"bda7f933-cb89-4054-a538-a10493436333,20fc5857-3dda-4e07-97a9-40bdd12f24a8,ff47d431-8410-45ed-8933-0b934bbee4d3,9388771d-83bd-43c0-a5a0-6aea2069fcc4","bda7f933-cb89-4054-a538-a10493436333,20fc5857-3dda-4e07-97a9-40bdd12f24a8,ff47d431-8410-45ed-8933-0b934bbee4d3,9388771d-83bd-43c0-a5a0-6aea2069fcc4",,20fc5857-3dda-4e07-97a9-40bdd12f24a8,"bda7f933-cb89-4054-a538-a10493436333,20fc5857-3dda-4e07-97a9-40bdd12f24a8,ff47d431-8410-45ed-8933-0b934bbee4d3,9388771d-83bd-43c0-a5a0-6aea2069fcc4",,,1,10,374700,14,11,398700,15,2,96500,3,19,1263040,2019-10-08,2220,크러시제이,5147
2019-10-08,2413,1189,1010,733,28053,601,23,1262,121,5,178500,0,0,0,0,0,0,0,0,-5266,0,0,0,0,0,null,0,0,0,null,null,0,3,-21,2,161,3,2,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,5,178500,2019-10-08,2413,드보우,2548
2019-10-08,3492,2501,1886,1679,1563,533,10,790,77,5,362550,0,0,0,0,0,0,0,0,67419,0,0,0,0,0,null,0,0,0,null,null,0,2,-21,1,179,2,1,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,5,362550,2019-10-08,3492,바이비브,45
2019-10-08,5387,2390,1812,1587,2551,377,14,698,71,7,352900,0,0,0,0,0,0,0,0,44298,0,0,0,0,0,null,0,0,0,null,null,0,9,-21,8,209,9,8,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,7,352900,2019-10-08,5387,미니걸스,193
2019-10-08,6147,724,638,1141,1958,1323,22,1641,174,7,305300,39936,822,87857,87700,0,87700,0,0,113157,3,1,7,5,0,null,1,2,5,37500,10000,3,2,100,2,-21,2,2,1,"385edf71-425f-46ef-9c16-0a23f3bc1c8d,0e083a55-cd75-4981-ae68-65ecbad35040,b6e8ac64-19ae-4f81-a247-5a26ba435f1d,7e9aac9e-e487-4e5b-bdd8-f6b12a5dfda0,42c724ac-8aaf-4697-a08c-28ba80431050,2a6cd551-6326-43af-a199-27d9b4d928c7,75ad6ce7-9aad-4005-8a0d-63323c777a6b","385edf71-425f-46ef-9c16-0a23f3bc1c8d,b6e8ac64-19ae-4f81-a247-5a26ba435f1d,7e9aac9e-e487-4e5b-bdd8-f6b12a5dfda0,42c724ac-8aaf-4697-a08c-28ba80431050,2a6cd551-6326-43af-a199-27d9b4d928c7",,42c724ac-8aaf-4697-a08c-28ba80431050,"b6e8ac64-19ae-4f81-a247-5a26ba435f1d,2a6cd551-6326-43af-a199-27d9b4d928c7","7e9aac9e-e487-4e5b-bdd8-f6b12a5dfda0,42c724ac-8aaf-4697-a08c-28ba80431050,385edf71-425f-46ef-9c16-0a23f3bc1c8d,0e083a55-cd75-4981-ae68-65ecbad35040,75ad6ce7-9aad-4005-8a0d-63323c777a6b","385edf71-425f-46ef-9c16-0a23f3bc1c8d,7e9aac9e-e487-4e5b-bdd8-f6b12a5dfda0,42c724ac-8aaf-4697-a08c-28ba80431050",1,0,0,0,0,0,0,0,0,0,7,305300,2019-10-08,6147,미코미코,219
2019-10-07,2003,188,181,271,77359,4446,190,9137,901,56,3819000,134922,2770,296826,297622,0,297622,0,0,1293521,3,2,6,6,0,null,2,6,0,76666.66666666667,null,2,3,509,3,-22,3,3,1,"5d365120-9dd0-4337-a1c0-1889397d9b90,bdc2e5a0-057b-46fc-8094-89516cfbe928,8da22acd-8599-4d4f-8e5d-bcb0ede06a26,e1cdac84-2989-4faf-85bd-d1357e75b554,780adce6-d538-45a1-a92b-3b7cd755af56,0e2ebe14-97b1-49f9-ba43-568761d24f6b","8da22acd-8599-4d4f-8e5d-bcb0ede06a26,5d365120-9dd0-4337-a1c0-1889397d9b90,e1cdac84-2989-4faf-85bd-d1357e75b554,bdc2e5a0-057b-46fc-8094-89516cfbe928,780adce6-d538-45a1-a92b-3b7cd755af56,0e2ebe14-97b1-49f9-ba43-568761d24f6b",,"8da22acd-8599-4d4f-8e5d-bcb0ede06a26,5d365120-9dd0-4337-a1c0-1889397d9b90","8da22acd-8599-4d4f-8e5d-bcb0ede06a26,5d365120-9dd0-4337-a1c0-1889397d9b90,e1cdac84-2989-4faf-85bd-d1357e75b554,bdc2e5a0-057b-46fc-8094-89516cfbe928,780adce6-d538-45a1-a92b-3b7cd755af56,0e2ebe14-97b1-49f9-ba43-568761d24f6b",,"8da22acd-8599-4d4f-8e5d-bcb0ede06a26,e1cdac84-2989-4faf-85bd-d1357e75b554",1,41,1969800,64,35,1698500,54,5,163700,5,56,3819000,2019-10-07,2003,더제이수,7331
2019-10-07,2220,241,228,366,57472,1931,134,3346,354,24,1411700,54586,979,120088,118545,0,118545,0,0,282027,0,0,4,4,0,null,1,4,0,35000,null,0,1,644,1,-20,2,2,1,"bda7f933-cb89-4054-a538-a10493436333,20fc5857-3dda-4e07-97a9-40bdd12f24a8,ff47d431-8410-45ed-8933-0b934bbee4d3,9388771d-83bd-43c0-a5a0-6aea2069fcc4","bda7f933-cb89-4054-a538-a10493436333,20fc5857-3dda-4e07-97a9-40bdd12f24a8,ff47d431-8410-45ed-8933-0b934bbee4d3,9388771d-83bd-43c0-a5a0-6aea2069fcc4",,20fc5857-3dda-4e07-97a9-40bdd12f24a8,"bda7f933-cb89-4054-a538-a10493436333,20fc5857-3dda-4e07-97a9-40bdd12f24a8,ff47d431-8410-45ed-8933-0b934bbee4d3,9388771d-83bd-43c0-a5a0-6aea2069fcc4",,,1,14,693300,20,12,619300,17,1,23000,1,24,1411700,2019-10-07,2220,크러시제이,5757
2019-10-07,2413,1182,1001,728,28030,689,21,1383,98,6,367500,0,0,0,0,0,0,0,0,-5266,0,0,0,0,0,null,0,0,0,null,null,0,3,-22,2,160,3,2,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,6,367500,2019-10-07,2413,드보우,2814
2019-10-07,3492,2477,1860,1667,1553,705,12,1181,100,5,266450,0,0,0,0,0,0,0,0,67419,0,0,0,0,0,null,0,0,0,null,null,0,2,-22,1,178,2,1,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,5,266450,2019-10-07,3492,바이비브,93
2019-10-07,5387,2394,1808,1604,2537,409,2,632,43,4,300800,0,0,0,0,0,0,0,0,44298,0,0,0,0,0,null,0,0,0,null,null,0,9,-22,8,208,9,8,0,null,null,null,null,null,null,null,1,0,0,0,0,0,0,0,0,0,4,300800,2019-10-07,5387,미니걸스,83
2019-10-07,6147,720,634,1128,1936,1101,26,1399,180,9,408200,39900,910,87778,87390,0,87390,0,0,200857,2,2,4,4,0,null,2,2,2,37500,10000,2,2,99,2,-22,2,2,1,"0e083a55-cd75-4981-ae68-65ecbad35040,b6e8ac64-19ae-4f81-a247-5a26ba435f1d,2a6cd551-6326-43af-a199-27d9b4d928c7,75ad6ce7-9aad-4005-8a0d-63323c777a6b","0e083a55-cd75-4981-ae68-65ecbad35040,b6e8ac64-19ae-4f81-a247-5a26ba435f1d,2a6cd551-6326-43af-a199-27d9b4d928c7,75ad6ce7-9aad-4005-8a0d-63323c777a6b",,"0e083a55-cd75-4981-ae68-65ecbad35040,75ad6ce7-9aad-4005-8a0d-63323c777a6b","b6e8ac64-19ae-4f81-a247-5a26ba435f1d,2a6cd551-6326-43af-a199-27d9b4d928c7","0e083a55-cd75-4981-ae68-65ecbad35040,75ad6ce7-9aad-4005-8a0d-63323c777a6b","0e083a55-cd75-4981-ae68-65ecbad35040,75ad6ce7-9aad-4005-8a0d-63323c777a6b",1,0,0,0,0,0,0,0,0,0,9,408200,2019-10-07,6147,미코미코,448
